filerange 1000 1237
rangestart 1000 1237

// Subtitles
1000	检查更新。
1001	有新的更新可以下载。
1002	你已是最新版本。
1003	请选择文件保存位置。
1004	正在下载。
1005	正在下载升级信息。
1006	正在估算文件大小。
1007	无法开始下载。
1008	下载完毕。按下“应用”按钮以安装更新。
1009	已取消。
1010	错误：无法开始操作。
1011	正在获取详细信息。
1012	无法下载文件镜像列表。
1013	无可用的镜像地址。
1014	无效。
1015	正在搜寻主机。
1016	正在连接。
1017	正在发送请求。
1018	发送中。
1019	等待中。
1020	正在接收状态。
1021	正在接收文件头。
1022	正在接收文件。
1023	无效。
1024	成功。
1025	内存溢出。
1026	缓冲区溢出。
1027	超链接分析失败。
1028	主机搜寻失败。
1029	端口接入失败。
1030	连接失败。
1031	响应不良。
1032	请求被拒绝。
1033	未经授权的访问。
1034	禁止访问。
1035	文件未找到。
1036	服务器错误。
1037	文件写入失败。
1038	文件读取失败。
1040	补丁超链接无效。无法处理此种补丁
1080	家园 2 无法启动。请将你的桌面色深设置为32位。
1090	家园 2 检测到你的系统安装了OpenGL %i.%i。  家园2在使用OpenGL 1.3或更高版本时才能展现应有的效果。\n请下载%S %S的最新驱动程序。
1091	家园 2 检测到很过时的显卡驱动。\n请下载%S %S的最新驱动程序。
1092	由于家园 2无法切换到拥有24位或更高色深缓冲区的显示模式，游戏现在正使用%i位色深缓冲区。这可能会造成视觉假象。这种问题可能可以通过将桌面色深设置为32位来解决。
1093	家园 2 由于家园 2没有发现使用1位或更高的深度缓冲区的显示模式，现在游戏正以%i位模型缓冲区运行。这可能使探测器管理器中的阴影出现问题。
1094	家园 2 怀疑你的AGP显卡正工作在PCI模式中。如果该情况属实的话，将显卡切换为AGP模式将会使HW2的性能有所提高。
1095	家园2检测到当前版本的显示驱动程序中含有一些已知的问题并已经将相应的功能禁止以防止程序崩溃。如果你安装由显卡硬件厂商提供的更新的驱动程序将会使家园2效果更好、效率更高。
1096	家园 2 检测到你的显示硬件每通道支持的纹理数目不够，无法运行家园 2。\n请升级你的硬件系统。
1097	家园2 检测到你的显示硬件不支持逐像素点处理，无法运行家园 2。\n请升级你的硬件系统。
1098	家园 2 检测到你的显示硬件不支持立体绘图，无法运行家园 2。\n请升级你的硬件系统。
1099	家园 2 怀疑你的硬件不支持目标透明，无法正常运行家园 2。\n请尝试以32位色模式运行。
1100	希格拉
1101	维格尔
1102	先祖
1103	本图西（DEMO）
1104	库申
1105	泰坦
1106	图拉尼
1107	卡德仕
1110	你真的要退出吗？
1111	你必须输入一个正确的聊天名字。
1112	保存期间出错。无法保存游戏。请确保你有足够的磁盘空间。
1113	无效的文件名。文件名不能包含下列任何字符之一:\n\n / \\ : * ? \" < > |\n
1114	你确定要覆盖现有的游戏存档吗？
1115	读取期间出错。无法读取游戏。
1116	文件名无效。该文件不存在。
1117	你确定要退出当前游戏吗？
